날짜,시간대,배송유형,결제건수(상품주문번호),결제금액,발송건수,발송일준수건수,발송일준수율,배송완료건수,배송완료일준수건수,배송완료일준수율,평균배송기간(일),배송기간48시간내건수,배송시간48시간내비율
2024-05-25,13시,일반배송,0,0,0,0,,2,0,,0.8804456018518518,2,1.0
2024-05-24,16시,일반배송,2,114100,2,2,1.0,0,0,,0.0,0,
2024-05-24,10시,일반배송,1,87200,0,0,,0,0,,0.0,0,
2024-05-24,13시,일반배송,1,480000,0,0,,0,0,,0.0,0,
2024-05-24,15시,일반배송,1,146000,0,0,,0,0,,0.0,0,
2024-05-23,19시,일반배송,1,40000,0,0,,0,0,,0.0,0,
2024-05-23,23시,일반배송,1,55000,0,0,,0,0,,0.0,0,
2024-05-23,11시,일반배송,0,0,0,0,,1,0,,1.9348842592592594,1,1.0
2024-05-23,13시,일반배송,0,0,0,0,,1,0,,3.547511574074074,0,0.0
2024-05-23,16시,일반배송,0,0,0,0,,1,0,,2.2452314814814813,0,0.0
2024-05-22,10시,일반배송,0,0,0,0,,1,0,,1.8016435185185184,1,1.0
2024-05-22,12시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-05-22,13시,일반배송,0,0,0,0,,2,0,,2.5485069444444446,0,0.0
2024-05-22,14시,일반배송,0,0,0,0,,1,0,,2.5911689814814816,0,0.0
2024-05-22,15시,일반배송,0,0,2,2,1.0,0,0,,0.0,0,
2024-05-22,16시,일반배송,0,0,0,0,,2,0,,2.6759606481481484,0,0.0
2024-05-21,10시,일반배송,1,22000,0,0,,0,0,,0.0,0,
2024-05-21,12시,일반배송,1,149000,0,0,,0,0,,0.0,0,
2024-05-21,11시,일반배송,0,0,0,0,,2,0,,3.3450462962962964,1,0.5
2024-05-21,16시,일반배송,0,0,0,0,,2,0,,3.653877314814815,0,0.0
2024-05-21,17시,일반배송,0,0,0,0,,1,0,,2.1451967592592593,0,0.0
2024-05-21,19시,일반배송,0,0,6,6,1.0,0,0,,0.0,0,
2024-05-20,15시,일반배송,1,440000,0,0,,0,0,,0.0,0,
2024-05-20,23시,일반배송,1,28400,0,0,,0,0,,0.0,0,
2024-05-20,19시,일반배송,0,0,5,3,0.6,0,0,,0.0,0,
2024-05-19,21시,일반배송,2,122000,0,0,,0,0,,0.0,0,
2024-05-19,11시,일반배송,1,48000,0,0,,0,0,,0.0,0,
2024-05-19,20시,일반배송,1,479000,0,0,,0,0,,0.0,0,
2024-05-18,14시,일반배송,1,126400,0,0,,0,0,,0.0,0,
2024-05-18,20시,일반배송,1,101900,0,0,,0,0,,0.0,0,
2024-05-18,10시,일반배송,0,0,0,0,,5,0,,2.3269675925925926,0,0.0
2024-05-18,11시,일반배송,0,0,0,0,,1,0,,1.3225347222222223,1,1.0
2024-05-18,13시,일반배송,0,0,0,0,,1,0,,1.3186574074074073,1,1.0
2024-05-18,16시,일반배송,0,0,0,0,,1,0,,1.3211921296296296,1,1.0
2024-05-18,17시,일반배송,0,0,0,0,,1,0,,1.32,1,1.0
2024-05-17,13시,일반배송,1,24500,0,0,,2,0,,3.5574305555555554,0,0.0
2024-05-17,15시,일반배송,1,40000,0,0,,0,0,,0.0,0,
2024-05-17,16시,일반배송,1,2591000,0,0,,4,0,,4.268787615740741,0,0.0
2024-05-17,12시,일반배송,0,0,9,9,1.0,0,0,,0.0,0,
2024-05-17,17시,일반배송,0,0,0,0,,1,0,,3.2596875,0,0.0
2024-05-17,23시,일반배송,0,0,0,0,,1,0,,3.449965277777778,0,0.0
2024-05-16,16시,일반배송,4,188000,0,0,,0,0,,0.0,0,
2024-05-16,13시,일반배송,0,0,0,0,,1,0,,5.540555555555556,0,0.0
2024-05-16,18시,일반배송,0,0,8,7,0.875,0,0,,0.0,0,
2024-05-14,16시,일반배송,5,244600,0,0,,0,0,,0.0,0,
2024-05-14,11시,일반배송,0,0,0,0,,1,0,,13.97607638888889,0,0.0
2024-05-14,13시,일반배송,0,0,0,0,,3,0,,6.701331018518519,2,0.6666666666666666
2024-05-14,18시,일반배송,0,0,0,0,,1,0,,3.11375,0,0.0
2024-05-14,19시,일반배송,0,0,2,0,0.0,0,0,,0.0,0,
2024-05-13,11시,일반배송,1,47000,0,0,,0,0,,0.0,0,
2024-05-13,12시,일반배송,1,121500,0,0,,0,0,,0.0,0,
2024-05-13,13시,일반배송,1,244000,0,0,,0,0,,0.0,0,
2024-05-13,22시,일반배송,1,82300,0,0,,0,0,,0.0,0,
2024-05-13,09시,일반배송,1,57800,0,0,,0,0,,0.0,0,
2024-05-13,18시,일반배송,0,0,5,3,0.6,0,0,,0.0,0,
2024-05-11,23시,일반배송,4,489100,0,0,,0,0,,0.0,0,
2024-05-11,15시,일반배송,2,42200,0,0,,0,0,,0.0,0,
2024-05-11,10시,일반배송,0,0,0,0,,2,0,,1.5897916666666667,1,0.5
2024-05-11,13시,일반배송,0,0,0,0,,3,0,,0.36983796296296295,3,1.0
2024-05-11,18시,일반배송,0,0,0,0,,2,0,,2.4800636574074075,1,0.5
2024-05-10,15시,일반배송,3,20800,0,0,,0,0,,0.0,0,
2024-05-10,00시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-05-10,10시,일반배송,1,49000,0,0,,0,0,,0.0,0,
2024-05-10,14시,일반배송,0,0,0,0,,1,0,,1.7015740740740741,1,1.0
2024-05-10,16시,일반배송,0,0,0,0,,5,0,,2.716486111111111,1,0.2
2024-05-10,17시,일반배송,0,0,0,0,,1,0,,1.861273148148148,1,1.0
2024-05-10,18시,일반배송,0,0,7,6,0.8571428571428571,1,0,,2.164733796296296,0,0.0
2024-05-10,23시,일반배송,0,0,0,0,,1,0,,4.933518518518519,0,0.0
2024-05-09,15시,일반배송,1,322400,0,0,,0,0,,0.0,0,
2024-05-09,07시,일반배송,1,195000,0,0,,0,0,,0.0,0,
2024-05-09,13시,일반배송,0,0,0,0,,7,0,,2.1940542328042327,5,0.7142857142857143
2024-05-09,16시,일반배송,0,0,0,0,,4,0,,2.3181105324074074,1,0.25
2024-05-09,18시,일반배송,0,0,0,0,,1,0,,2.764918981481481,0,0.0
2024-05-09,20시,일반배송,0,0,9,9,1.0,0,0,,0.0,0,
2024-05-08,00시,일반배송,1,342000,0,0,,0,0,,0.0,0,
2024-05-08,14시,일반배송,1,391000,0,0,,2,0,,1.5879166666666666,2,1.0
2024-05-08,20시,일반배송,1,23500,0,0,,0,0,,0.0,0,
2024-05-08,21시,일반배송,1,32000,0,0,,0,0,,0.0,0,
2024-05-08,09시,일반배송,1,24500,0,0,,0,0,,0.0,0,
2024-05-08,11시,일반배송,0,0,0,0,,1,0,,1.4866898148148149,1,1.0
2024-05-08,15시,일반배송,0,0,0,0,,1,0,,1.6330208333333334,1,1.0
2024-05-08,16시,일반배송,0,0,12,12,1.0,5,0,,5.943236111111111,2,0.4
2024-05-08,18시,일반배송,0,0,0,0,,1,0,,6.975578703703704,0,0.0
2024-05-07,20시,일반배송,5,50500,0,0,,0,0,,0.0,0,
2024-05-07,16시,일반배송,3,554000,0,0,,0,0,,0.0,0,
2024-05-07,17시,일반배송,3,241000,0,0,,0,0,,0.0,0,
2024-05-07,19시,일반배송,3,26900,0,0,,0,0,,0.0,0,
2024-05-07,00시,일반배송,2,83700,0,0,,0,0,,0.0,0,
2024-05-07,11시,일반배송,0,0,2,0,0.0,0,0,,0.0,0,
2024-05-07,13시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-05-07,18시,일반배송,0,0,6,6,1.0,0,0,,0.0,0,
2024-05-06,11시,일반배송,1,529000,0,0,,0,0,,0.0,0,
2024-05-06,12시,일반배송,1,527000,0,0,,0,0,,0.0,0,
2024-05-06,16시,일반배송,1,111000,0,0,,0,0,,0.0,0,
2024-05-06,22시,일반배송,0,0,1,0,0.0,0,0,,0.0,0,
2024-05-05,11시,일반배송,1,690000,0,0,,0,0,,0.0,0,
2024-05-05,14시,일반배송,1,146000,0,0,,0,0,,0.0,0,
2024-05-05,16시,일반배송,1,219500,0,0,,0,0,,0.0,0,
2024-05-05,17시,일반배송,1,28000,0,0,,0,0,,0.0,0,
2024-05-04,13시,일반배송,4,75000,0,0,,1,0,,1.5127662037037037,1,1.0
2024-05-04,23시,일반배송,2,106000,0,0,,0,0,,0.0,0,
2024-05-04,16시,일반배송,1,293000,0,0,,0,0,,0.0,0,
2024-05-04,08시,일반배송,1,810000,0,0,,0,0,,0.0,0,
2024-05-04,09시,일반배송,0,0,0,0,,1,0,,2.0,1,1.0
2024-05-03,00시,일반배송,1,49000,0,0,,0,0,,0.0,0,
2024-05-03,13시,일반배송,0,0,0,0,,1,0,,1.5530439814814816,1,1.0
2024-05-03,14시,일반배송,0,0,2,2,1.0,0,0,,0.0,0,
2024-05-03,16시,일반배송,0,0,0,0,,1,0,,5.886018518518519,0,0.0
2024-05-03,18시,일반배송,0,0,0,0,,1,0,,1.7573611111111112,1,1.0
2024-05-02,16시,일반배송,2,500000,0,0,,0,0,,0.0,0,
2024-05-02,11시,일반배송,1,98000,0,0,,0,0,,0.0,0,
2024-05-02,15시,일반배송,1,65000,0,0,,0,0,,0.0,0,
2024-05-02,13시,일반배송,0,0,0,0,,1,0,,18.174641203703704,0,0.0
2024-05-02,14시,일반배송,0,0,3,2,0.6666666666666666,0,0,,0.0,0,
2024-05-01,13시,일반배송,2,313000,0,0,,2,0,,0.9171180555555556,2,1.0
2024-05-01,11시,일반배송,1,294000,0,0,,1,0,,1.3653935185185186,1,1.0
2024-05-01,14시,일반배송,1,97000,1,0,0.0,0,0,,0.0,0,
2024-04-30,10시,일반배송,1,19600,0,0,,0,0,,0.0,0,
2024-04-30,11시,일반배송,0,0,0,0,,1,0,,6.489826388888889,0,0.0
2024-04-30,16시,일반배송,0,0,0,0,,1,0,,1.677523148148148,1,1.0
2024-04-30,17시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-04-29,15시,일반배송,1,50000,0,0,,0,0,,0.0,0,
2024-04-29,17시,일반배송,1,949000,0,0,,0,0,,0.0,0,
2024-04-29,14시,일반배송,0,0,2,1,0.5,0,0,,0.0,0,
2024-04-27,11시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-04-27,13시,일반배송,0,0,0,0,,1,0,,3.2026041666666667,0,0.0
2024-04-27,16시,일반배송,0,0,0,0,,1,0,,0.5428587962962963,1,1.0
2024-04-26,10시,일반배송,1,245000,0,0,,0,0,,0.0,0,
2024-04-26,11시,일반배송,0,0,0,0,,4,0,,7.543538773148149,1,0.25
2024-04-26,13시,일반배송,0,0,0,0,,1,0,,2.0347916666666666,0,0.0
2024-04-26,17시,일반배송,0,0,2,2,1.0,0,0,,0.0,0,
2024-04-25,18시,일반배송,1,48000,0,0,,0,0,,0.0,0,
2024-04-25,15시,일반배송,0,0,0,0,,3,0,,2.1316666666666664,0,0.0
2024-04-25,16시,일반배송,0,0,5,2,0.4,1,0,,1.7773611111111112,1,1.0
2024-04-24,12시,일반배송,1,719000,0,0,,0,0,,0.0,0,
2024-04-24,18시,일반배송,1,4900,0,0,,0,0,,0.0,0,
2024-04-24,19시,일반배송,1,195000,0,0,,0,0,,0.0,0,
2024-04-24,11시,일반배송,0,0,4,4,1.0,1,0,,1.0336574074074074,1,1.0
2024-04-24,13시,일반배송,0,0,0,0,,1,0,,1.713587962962963,1,1.0
2024-04-24,16시,일반배송,0,0,0,0,,1,0,,2.7051620370370366,0,0.0
2024-04-24,06시,일반배송,0,0,0,0,,1,0,,2.276550925925926,0,0.0
2024-04-24,08시,일반배송,0,0,0,0,,2,0,,2.3446296296296296,0,0.0
2024-04-23,12시,일반배송,3,76000,0,0,,2,0,,1.579837962962963,2,1.0
2024-04-23,10시,일반배송,1,385000,0,0,,0,0,,0.0,0,
2024-04-23,11시,일반배송,1,385000,0,0,,0,0,,0.0,0,
2024-04-23,19시,일반배송,1,575000,0,0,,0,0,,0.0,0,
2024-04-23,21시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-04-23,15시,일반배송,0,0,0,0,,1,0,,1.2558217592592593,1,1.0
2024-04-23,16시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-04-22,12시,일반배송,1,575000,0,0,,0,0,,0.0,0,
2024-04-22,20시,일반배송,1,195000,0,0,,0,0,,0.0,0,
2024-04-22,08시,일반배송,1,87200,0,0,,0,0,,0.0,0,
2024-04-22,11시,일반배송,0,0,0,0,,1,0,,0.736261574074074,1,1.0
2024-04-22,18시,일반배송,0,0,7,6,0.8571428571428571,0,0,,0.0,0,
2024-04-21,13시,일반배송,3,62000,0,0,,0,0,,0.0,0,
2024-04-21,16시,일반배송,1,27000,0,0,,0,0,,0.0,0,
2024-04-21,18시,일반배송,1,126400,0,0,,0,0,,0.0,0,
2024-04-20,10시,일반배송,1,21000,0,0,,0,0,,0.0,0,
2024-04-20,14시,일반배송,1,220500,0,0,,0,0,,0.0,0,
2024-04-20,12시,일반배송,0,0,0,0,,1,0,,2.9157638888888893,0,0.0
2024-04-20,16시,일반배송,0,0,0,0,,1,0,,0.5258796296296296,1,1.0
2024-04-20,09시,일반배송,0,0,0,0,,1,0,,0.979363425925926,1,1.0
2024-04-19,00시,일반배송,1,24500,0,0,,0,0,,0.0,0,
2024-04-19,11시,일반배송,1,97000,0,0,,0,0,,0.0,0,
2024-04-19,17시,일반배송,1,62700,0,0,,0,0,,0.0,0,
2024-04-19,21시,일반배송,1,32000,0,0,,0,0,,0.0,0,
2024-04-19,13시,일반배송,0,0,0,0,,1,0,,14.067384259259258,0,0.0
2024-04-19,15시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-04-19,19시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-04-18,11시,일반배송,0,0,0,0,,1,0,,1.3745949074074073,1,1.0
2024-04-18,12시,일반배송,0,0,0,0,,1,0,,1.3662152777777778,1,1.0
2024-04-18,15시,일반배송,0,0,1,0,0.0,0,0,,0.0,0,
2024-04-17,02시,일반배송,2,528000,0,0,,0,0,,0.0,0,
2024-04-17,13시,일반배송,1,527000,0,0,,0,0,,0.0,0,
2024-04-17,20시,일반배송,1,137200,0,0,,0,0,,0.0,0,
2024-04-17,04시,일반배송,1,372400,0,0,,0,0,,0.0,0,
2024-04-17,14시,일반배송,0,0,2,2,1.0,0,0,,0.0,0,
2024-04-17,17시,일반배송,0,0,0,0,,1,0,,10.165972222222221,0,0.0
2024-04-16,14시,일반배송,0,0,1,0,0.0,0,0,,0.0,0,
2024-04-16,15시,일반배송,0,0,0,0,,2,0,,1.8781944444444445,2,1.0
2024-04-16,18시,일반배송,0,0,0,0,,1,0,,10.750266203703703,0,0.0
2024-04-15,19시,일반배송,1,767000,0,0,,0,0,,0.0,0,
2024-04-15,14시,일반배송,0,0,3,2,0.6666666666666666,0,0,,0.0,0,
2024-04-14,19시,일반배송,3,100400,0,0,,0,0,,0.0,0,
2024-04-13,13시,일반배송,0,0,0,0,,1,0,,1.6968287037037035,1,1.0
2024-04-13,15시,일반배송,0,0,0,0,,1,0,,3.047407407407407,0,0.0
2024-04-12,18시,일반배송,2,566000,0,0,,0,0,,0.0,0,
2024-04-12,13시,일반배송,0,0,0,0,,3,0,,1.550644290123457,3,1.0
2024-04-12,15시,일반배송,0,0,2,2,1.0,0,0,,0.0,0,
2024-04-12,16시,일반배송,0,0,0,0,,2,0,,1.6818344907407408,2,1.0
2024-04-11,07시,일반배송,1,415500,0,0,,0,0,,0.0,0,
2024-04-11,15시,일반배송,0,0,0,0,,2,0,,1.8837905092592593,1,0.5
2024-04-11,17시,일반배송,0,0,5,5,1.0,0,0,,0.0,0,
2024-04-10,22시,일반배송,2,149500,0,0,,0,0,,0.0,0,
2024-04-10,16시,일반배송,1,72500,0,0,,0,0,,0.0,0,
2024-04-10,23시,일반배송,1,270000,0,0,,0,0,,0.0,0,
2024-04-10,09시,일반배송,1,199900,0,0,,0,0,,0.0,0,
2024-04-09,14시,일반배송,0,0,1,1,1.0,1,0,,1.6095833333333334,1,1.0
2024-04-09,16시,일반배송,0,0,1,1,1.0,1,0,,1.6949421296296296,1,1.0
2024-04-09,18시,일반배송,0,0,0,0,,1,0,,1.3445833333333335,1,1.0
2024-04-08,22시,일반배송,2,1495000,0,0,,0,0,,0.0,0,
2024-04-08,10시,일반배송,1,94000,0,0,,0,0,,0.0,0,
2024-04-08,14시,일반배송,1,40000,3,3,1.0,0,0,,0.0,0,
2024-04-08,21시,일반배송,1,485000,0,0,,0,0,,0.0,0,
2024-04-07,17시,일반배송,1,21000,0,0,,0,0,,0.0,0,
2024-04-07,19시,일반배송,1,28400,0,0,,0,0,,0.0,0,
2024-04-05,16시,일반배송,0,0,0,0,,4,0,,2.124262152777778,3,0.75
2024-04-05,19시,일반배송,0,0,0,0,,2,0,,1.885173611111111,2,1.0
2024-04-04,00시,일반배송,4,229700,0,0,,0,0,,0.0,0,
2024-04-04,08시,일반배송,2,733000,0,0,,0,0,,0.0,0,
2024-04-04,09시,일반배송,1,38200,0,0,,0,0,,0.0,0,
2024-04-04,13시,일반배송,0,0,0,0,,1,0,,1.775150462962963,1,1.0
2024-04-04,14시,일반배송,0,0,0,0,,1,0,,1.819085648148148,1,1.0
2024-04-04,15시,일반배송,0,0,6,6,1.0,0,0,,0.0,0,
2024-04-04,18시,일반배송,0,0,0,0,,1,0,,13.762893518518519,0,0.0
2024-04-03,22시,일반배송,2,34000,0,0,,0,0,,0.0,0,
2024-04-03,14시,일반배송,0,0,3,2,0.6666666666666666,0,0,,0.0,0,
2024-04-02,18시,일반배송,2,111700,0,0,,0,0,,0.0,0,
2024-04-02,13시,일반배송,1,11000,0,0,,0,0,,0.0,0,
2024-04-02,12시,일반배송,0,0,0,0,,1,0,,1.5397916666666667,1,1.0
2024-04-02,14시,일반배송,0,0,0,0,,1,0,,1.983113425925926,1,1.0
2024-04-02,16시,일반배송,0,0,0,0,,1,0,,1.2870833333333334,1,1.0
2024-04-02,23시,일반배송,0,0,0,0,,1,0,,1.3420601851851852,1,1.0
2024-04-01,14시,일반배송,1,40000,0,0,,0,0,,0.0,0,
2024-04-01,19시,일반배송,1,32000,0,0,,0,0,,0.0,0,
2024-04-01,09시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-04-01,12시,일반배송,0,0,1,1,1.0,1,0,,1.8583333333333334,1,1.0
2024-04-01,16시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-03-31,16시,일반배송,1,575000,0,0,,0,0,,0.0,0,
2024-03-30,17시,일반배송,1,479000,0,0,,0,0,,0.0,0,
2024-03-30,19시,일반배송,1,28400,0,0,,0,0,,0.0,0,
2024-03-30,10시,일반배송,0,0,0,0,,2,0,,0.991736111111111,2,1.0
2024-03-30,16시,일반배송,0,0,0,0,,1,0,,1.1023148148148147,1,1.0
2024-03-29,12시,일반배송,1,239000,0,0,,0,0,,0.0,0,
2024-03-29,14시,일반배송,1,391000,4,4,1.0,0,0,,0.0,0,
2024-03-29,08시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-03-29,19시,일반배송,0,0,0,0,,1,0,,2.087476851851852,0,0.0
2024-03-28,15시,일반배송,1,43100,0,0,,0,0,,0.0,0,
2024-03-28,16시,일반배송,1,39200,0,0,,0,0,,0.0,0,
2024-03-28,21시,일반배송,1,48000,0,0,,0,0,,0.0,0,
2024-03-28,14시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-03-27,16시,일반배송,1,44100,0,0,,0,0,,0.0,0,
2024-03-27,10시,일반배송,0,0,0,0,,1,0,,1.8708333333333333,1,1.0
2024-03-27,18시,일반배송,0,0,0,0,,1,0,,7.731689814814815,0,0.0
2024-03-26,10시,일반배송,0,0,2,1,0.5,0,0,,0.0,0,
2024-03-26,16시,일반배송,0,0,0,0,,1,0,,1.6791435185185186,1,1.0
2024-03-26,17시,일반배송,0,0,0,0,,1,0,,1.7446064814814815,1,1.0
2024-03-26,23시,일반배송,0,0,0,0,,2,0,,4.022696759259259,0,0.0
2024-03-25,13시,일반배송,1,27000,0,0,,0,0,,0.0,0,
2024-03-25,17시,일반배송,0,0,4,3,0.75,0,0,,0.0,0,
2024-03-24,14시,일반배송,2,796500,0,0,,0,0,,0.0,0,
2024-03-22,00시,일반배송,1,106800,0,0,,0,0,,0.0,0,
2024-03-22,10시,일반배송,0,0,0,0,,1,0,,3.713518518518519,0,0.0
2024-03-22,13시,일반배송,0,0,0,0,,2,0,,1.1655266203703702,2,1.0
2024-03-22,16시,일반배송,0,0,0,0,,1,0,,2.0421527777777775,0,0.0
2024-03-21,10시,일반배송,1,195000,0,0,,0,0,,0.0,0,
2024-03-21,08시,일반배송,1,14700,0,0,,0,0,,0.0,0,
2024-03-21,15시,일반배송,0,0,4,4,1.0,0,0,,0.0,0,
2024-03-21,16시,일반배송,0,0,0,0,,1,0,,1.8993518518518517,1,1.0
2024-03-20,15시,일반배송,1,122500,0,0,,1,0,,1.8900694444444444,1,1.0
2024-03-20,10시,일반배송,0,0,0,0,,1,0,,1.144375,1,1.0
2024-03-20,11시,일반배송,0,0,0,0,,1,0,,1.5300925925925926,1,1.0
2024-03-20,13시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-03-19,18시,일반배송,1,20000,0,0,,1,0,,1.7549652777777778,1,1.0
2024-03-19,20시,일반배송,1,65000,0,0,,0,0,,0.0,0,
2024-03-19,07시,일반배송,1,41000,0,0,,0,0,,0.0,0,
2024-03-19,15시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-03-19,08시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-03-18,00시,일반배송,1,36000,0,0,,0,0,,0.0,0,
2024-03-18,17시,일반배송,1,574000,0,0,,0,0,,0.0,0,
2024-03-18,18시,일반배송,1,14000,0,0,,0,0,,0.0,0,
2024-03-18,22시,일반배송,1,542200,0,0,,0,0,,0.0,0,
2024-03-18,19시,일반배송,0,0,0,0,,1,0,,2.0141898148148147,0,0.0
2024-03-17,15시,일반배송,1,149000,0,0,,0,0,,0.0,0,
2024-03-16,20시,일반배송,1,356700,0,0,,0,0,,0.0,0,
2024-03-16,08시,일반배송,1,293000,0,0,,0,0,,0.0,0,
2024-03-16,11시,일반배송,0,0,0,0,,1,0,,1.2143171296296296,1,1.0
2024-03-16,13시,일반배송,0,0,0,0,,2,0,,1.2615393518518518,2,1.0
2024-03-16,09시,일반배송,0,0,0,0,,1,0,,0.6567824074074075,1,1.0
2024-03-15,11시,일반배송,0,0,0,0,,3,0,,1.7153472222222224,3,1.0
2024-03-15,16시,일반배송,0,0,5,5,1.0,0,0,,0.0,0,
2024-03-14,18시,일반배송,1,3500,0,0,,0,0,,0.0,0,
2024-03-14,13시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-03-13,18시,일반배송,3,107200,0,0,,1,0,,1.8992824074074075,1,1.0
2024-03-13,13시,일반배송,0,0,0,0,,1,0,,1.8146296296296296,1,1.0
2024-03-13,16시,일반배송,0,0,0,0,,1,0,,2.682141203703704,0,0.0
2024-03-12,13시,일반배송,0,0,0,0,,1,0,,1.5502662037037036,1,1.0
2024-03-12,18시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-03-11,17시,일반배송,1,121500,0,0,,0,0,,0.0,0,
2024-03-11,20시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-03-11,13시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-03-10,17시,일반배송,1,440000,0,0,,0,0,,0.0,0,
2024-03-10,19시,일반배송,1,14000,0,0,,0,0,,0.0,0,
2024-03-10,20시,일반배송,1,18600,0,0,,0,0,,0.0,0,
2024-03-09,09시,일반배송,1,146000,0,0,,0,0,,0.0,0,
2024-03-09,13시,일반배송,0,0,0,0,,2,0,,0.7812152777777778,2,1.0
2024-03-09,15시,일반배송,0,0,0,0,,1,0,,0.38653935185185184,1,1.0
2024-03-08,10시,일반배송,1,39000,0,0,,0,0,,0.0,0,
2024-03-08,14시,일반배송,1,24500,2,2,1.0,1,0,,2.3008449074074075,0,0.0
2024-03-08,12시,일반배송,0,0,0,0,,1,0,,0.7944907407407408,1,1.0
2024-03-08,16시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-03-08,18시,일반배송,0,0,0,0,,1,0,,2.1467708333333335,0,0.0
2024-03-07,17시,일반배송,1,77400,0,0,,0,0,,0.0,0,
2024-03-07,23시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-03-07,10시,일반배송,0,0,0,0,,1,0,,0.8940046296296296,1,1.0
2024-03-07,11시,일반배송,0,0,0,0,,3,0,,3.0610648148148147,0,0.0
2024-03-07,15시,일반배송,0,0,2,2,1.0,0,0,,0.0,0,
2024-03-07,16시,일반배송,0,0,0,0,,1,0,,1.1344791666666667,1,1.0
2024-03-07,19시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-03-06,13시,일반배송,2,171500,0,0,,4,0,,1.9899681712962964,1,0.25
2024-03-06,12시,일반배송,1,19600,0,0,,0,0,,0.0,0,
2024-03-06,14시,일반배송,1,98000,0,0,,0,0,,0.0,0,
2024-03-06,07시,일반배송,1,37000,0,0,,0,0,,0.0,0,
2024-03-06,16시,일반배송,0,0,2,2,1.0,0,0,,0.0,0,
2024-03-06,09시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-03-05,11시,일반배송,0,0,0,0,,2,0,,1.303587962962963,2,1.0
2024-03-05,13시,일반배송,0,0,0,0,,3,0,,6.787808641975308,1,0.3333333333333333
2024-03-05,16시,일반배송,0,0,4,4,1.0,1,0,,2.172928240740741,0,0.0
2024-03-05,18시,일반배송,0,0,0,0,,1,0,,1.0478125,1,1.0
2024-03-04,11시,일반배송,3,549000,0,0,,0,0,,0.0,0,
2024-03-04,14시,일반배송,2,33600,5,3,0.6,0,0,,0.0,0,
2024-03-04,17시,일반배송,1,48000,0,0,,0,0,,0.0,0,
2024-03-04,20시,일반배송,1,102900,0,0,,0,0,,0.0,0,
2024-03-04,08시,일반배송,1,41000,0,0,,0,0,,0.0,0,
2024-03-04,18시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-03-02,14시,일반배송,1,719000,0,0,,0,0,,0.0,0,
2024-03-02,21시,일반배송,1,122500,0,0,,0,0,,0.0,0,
2024-03-01,13시,일반배송,1,19000,0,0,,0,0,,0.0,0,
2024-03-01,09시,일반배송,0,0,0,0,,1,0,,1.4831597222222221,1,1.0
2024-02-29,11시,일반배송,1,195000,0,0,,6,0,,1.0436091820987654,6,1.0
2024-02-29,23시,일반배송,1,21000,0,0,,0,0,,0.0,0,
2024-02-29,13시,일반배송,0,0,0,0,,1,0,,1.6780439814814816,1,1.0
2024-02-29,15시,일반배송,0,0,0,0,,1,0,,1.214548611111111,1,1.0
2024-02-29,16시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-02-28,10시,일반배송,6,245000,0,0,,0,0,,0.0,0,
2024-02-28,12시,일반배송,2,169500,0,0,,0,0,,0.0,0,
2024-02-28,20시,일반배송,2,42000,0,0,,0,0,,0.0,0,
2024-02-28,11시,일반배송,0,0,0,0,,1,0,,1.7300347222222223,1,1.0
2024-02-28,16시,일반배송,0,0,0,0,,3,0,,2.0610609567901235,2,0.6666666666666666
2024-02-28,17시,일반배송,0,0,6,6,1.0,0,0,,0.0,0,
2024-02-28,18시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-02-28,08시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-02-27,10시,일반배송,1,170500,0,0,,0,0,,0.0,0,
2024-02-27,20시,일반배송,1,40000,0,0,,0,0,,0.0,0,
2024-02-27,11시,일반배송,0,0,0,0,,1,0,,2.8964004629629634,0,0.0
