날짜,시간대,배송유형,결제건수(상품주문번호),결제금액,발송건수,발송일준수건수,발송일준수율,배송완료건수,배송완료일준수건수,배송완료일준수율,평균배송기간(일),배송기간48시간내건수,배송시간48시간내비율
2024-02-27,13시,일반배송,0,0,0,0,,3,0,,1.5571875000000002,3,1.0
2024-02-27,15시,일반배송,0,0,4,4,1.0,0,0,,0.0,0,
2024-02-27,16시,일반배송,0,0,0,0,,1,0,,1.6869328703703703,1,1.0
2024-02-26,17시,일반배송,1,479000,0,0,,0,0,,0.0,0,
2024-02-26,21시,일반배송,1,32000,0,0,,0,0,,0.0,0,
2024-02-26,22시,일반배송,1,68000,0,0,,0,0,,0.0,0,
2024-02-26,14시,일반배송,0,0,5,5,1.0,0,0,,0.0,0,
2024-02-25,19시,일반배송,3,204400,0,0,,0,0,,0.0,0,
2024-02-24,19시,일반배송,1,230000,0,0,,0,0,,0.0,0,
2024-02-24,13시,일반배송,0,0,0,0,,3,0,,0.4560648148148148,3,1.0
2024-02-23,14시,일반배송,2,49400,0,0,,0,0,,0.0,0,
2024-02-23,23시,일반배송,1,229300,0,0,,0,0,,0.0,0,
2024-02-23,09시,일반배송,1,41000,0,0,,0,0,,0.0,0,
2024-02-23,13시,일반배송,0,0,0,0,,3,0,,0.9424035493827162,3,1.0
2024-02-23,15시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-02-22,15시,일반배송,2,84000,0,0,,0,0,,0.0,0,
2024-02-22,12시,일반배송,1,196000,0,0,,0,0,,0.0,0,
2024-02-22,13시,일반배송,1,68600,0,0,,1,0,,1.0502546296296296,1,1.0
2024-02-22,11시,일반배송,0,0,0,0,,2,0,,0.972025462962963,2,1.0
2024-02-22,16시,일반배송,0,0,3,3,1.0,3,0,,8.73787037037037,0,0.0
2024-02-21,12시,일반배송,2,28000,0,0,,0,0,,0.0,0,
2024-02-21,11시,일반배송,1,244000,0,0,,1,0,,1.7354282407407409,1,1.0
2024-02-21,13시,일반배송,0,0,3,0,0.0,1,0,,2.550335648148148,0,0.0
2024-02-21,14시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-02-21,18시,일반배송,0,0,0,0,,1,0,,2.756851851851852,0,0.0
2024-02-20,14시,일반배송,0,0,0,0,,1,0,,2.5402662037037036,0,0.0
2024-02-20,17시,일반배송,0,0,0,0,,1,0,,2.2027199074074075,0,0.0
2024-02-20,09시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-02-19,17시,일반배송,1,52900,0,0,,0,0,,0.0,0,
2024-02-19,18시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-02-18,11시,일반배송,1,146000,0,0,,0,0,,0.0,0,
2024-02-18,15시,일반배송,1,480000,0,0,,0,0,,0.0,0,
2024-02-18,16시,일반배송,1,57800,0,0,,0,0,,0.0,0,
2024-02-17,13시,일반배송,0,0,0,0,,1,0,,3.2443055555555556,0,0.0
2024-02-17,18시,일반배송,0,0,0,0,,1,0,,2.5402662037037036,0,0.0
2024-02-16,10시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-02-16,15시,일반배송,0,0,0,0,,2,0,,3.9793402777777778,0,0.0
2024-02-15,13시,일반배송,0,0,3,2,0.6666666666666666,0,0,,0.0,0,
2024-02-14,11시,일반배송,1,32000,0,0,,0,0,,0.0,0,
2024-02-13,11시,일반배송,1,949000,0,0,,0,0,,0.0,0,
2024-02-13,17시,일반배송,1,101900,0,0,,0,0,,0.0,0,
2024-02-13,18시,일반배송,1,14000,0,0,,0,0,,0.0,0,
2024-02-07,22시,일반배송,3,120000,0,0,,0,0,,0.0,0,
2024-02-07,14시,일반배송,1,23000,0,0,,0,0,,0.0,0,
2024-02-07,16시,일반배송,0,0,0,0,,2,0,,2.0715162037037036,0,0.0
2024-02-07,18시,일반배송,0,0,0,0,,1,0,,1.102638888888889,1,1.0
2024-02-07,20시,일반배송,0,0,0,0,,1,0,,1.3985069444444445,1,1.0
2024-02-06,10시,일반배송,1,4900,0,0,,0,0,,0.0,0,
2024-02-06,15시,일반배송,1,37000,0,0,,0,0,,0.0,0,
2024-02-06,12시,일반배송,0,0,0,0,,1,0,,2.816539351851852,0,0.0
2024-02-06,13시,일반배송,0,0,0,0,,5,0,,1.6664930555555555,4,0.8
2024-02-06,14시,일반배송,0,0,0,0,,2,0,,1.8826909722222223,1,0.5
2024-02-06,16시,일반배송,0,0,0,0,,9,0,,2.4350437242798355,4,0.4444444444444444
2024-02-06,18시,일반배송,0,0,4,4,1.0,5,0,,2.149777777777778,4,0.8
2024-02-06,20시,일반배송,0,0,0,0,,2,0,,2.561209490740741,1,0.5
2024-02-06,23시,일반배송,0,0,0,0,,1,0,,4.507291666666666,0,0.0
2024-02-05,14시,일반배송,2,52000,1,1,1.0,0,0,,0.0,0,
2024-02-05,00시,일반배송,1,58800,0,0,,0,0,,0.0,0,
2024-02-05,11시,일반배송,1,24500,0,0,,0,0,,0.0,0,
2024-02-05,08시,일반배송,0,0,19,19,1.0,0,0,,0.0,0,
2024-02-05,09시,일반배송,0,0,5,5,1.0,0,0,,0.0,0,
2024-02-04,15시,일반배송,1,134000,0,0,,0,0,,0.0,0,
2024-02-03,13시,일반배송,1,38200,0,0,,4,0,,2.7014814814814816,2,0.5
2024-02-03,01시,일반배송,1,196000,0,0,,0,0,,0.0,0,
2024-02-03,20시,일반배송,1,297000,0,0,,0,0,,0.0,0,
2024-02-03,12시,일반배송,0,0,0,0,,1,0,,0.5790046296296296,1,1.0
2024-02-03,16시,일반배송,0,0,0,0,,1,0,,1.1419328703703704,1,1.0
2024-02-02,11시,일반배송,3,81000,0,0,,0,0,,0.0,0,
2024-02-02,21시,일반배송,3,65100,0,0,,0,0,,0.0,0,
2024-02-02,17시,일반배송,2,28400,0,0,,0,0,,0.0,0,
2024-02-02,19시,일반배송,2,141000,0,0,,0,0,,0.0,0,
2024-02-02,20시,일반배송,2,151900,0,0,,0,0,,0.0,0,
2024-02-02,10시,일반배송,1,36000,0,0,,0,0,,0.0,0,
2024-02-02,15시,일반배송,1,26000,0,0,,1,0,,1.7558564814814817,1,1.0
2024-02-02,12시,일반배송,0,0,5,3,0.6,0,0,,0.0,0,
2024-02-02,13시,일반배송,0,0,0,0,,2,0,,2.8501446759259257,1,0.5
2024-02-02,18시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-02-02,23시,일반배송,0,0,0,0,,1,0,,2.0640162037037038,0,0.0
2024-02-01,13시,일반배송,8,943000,0,0,,0,0,,0.0,0,
2024-02-01,10시,일반배송,1,73500,0,0,,0,0,,0.0,0,
2024-02-01,11시,일반배송,1,67600,0,0,,0,0,,0.0,0,
2024-02-01,15시,일반배송,1,66000,0,0,,0,0,,0.0,0,
2024-02-01,17시,일반배송,1,33000,0,0,,0,0,,0.0,0,
2024-02-01,20시,일반배송,1,28400,0,0,,0,0,,0.0,0,
2024-02-01,14시,일반배송,0,0,0,0,,3,0,,1.7193287037037035,3,1.0
2024-02-01,16시,일반배송,0,0,0,0,,3,0,,3.0965779320987656,0,0.0
2024-02-01,23시,일반배송,0,0,0,0,,1,0,,2.3846296296296297,0,0.0
2024-02-01,09시,일반배송,0,0,4,4,1.0,0,0,,0.0,0,
2024-01-31,21시,일반배송,2,45000,0,0,,0,0,,0.0,0,
2024-01-31,10시,일반배송,1,23500,0,0,,0,0,,0.0,0,
2024-01-31,23시,일반배송,1,39000,0,0,,0,0,,0.0,0,
2024-01-31,13시,일반배송,0,0,0,0,,2,0,,4.82953125,0,0.0
2024-01-31,17시,일반배송,0,0,7,7,1.0,2,0,,1.3273148148148148,2,1.0
2024-01-31,18시,일반배송,0,0,0,0,,1,0,,1.451412037037037,1,1.0
2024-01-30,20시,일반배송,3,75400,0,0,,0,0,,0.0,0,
2024-01-30,09시,일반배송,2,43000,0,0,,0,0,,0.0,0,
2024-01-30,13시,일반배송,1,99000,5,4,0.8,2,0,,9.953061342592592,1,0.5
2024-01-30,07시,일반배송,1,79000,0,0,,0,0,,0.0,0,
2024-01-30,18시,일반배송,0,0,0,0,,1,0,,1.7644791666666666,1,1.0
2024-01-30,19시,일반배송,0,0,0,0,,1,0,,1.831574074074074,1,1.0
2024-01-29,10시,일반배송,4,232000,0,0,,0,0,,0.0,0,
2024-01-29,11시,일반배송,2,280000,0,0,,0,0,,0.0,0,
2024-01-29,19시,일반배송,1,46000,0,0,,0,0,,0.0,0,
2024-01-29,07시,일반배송,1,48000,0,0,,0,0,,0.0,0,
2024-01-29,12시,일반배송,0,0,4,3,0.75,0,0,,0.0,0,
2024-01-28,11시,일반배송,1,48000,0,0,,0,0,,0.0,0,
2024-01-28,17시,일반배송,1,29000,0,0,,0,0,,0.0,0,
2024-01-27,14시,일반배송,1,49000,0,0,,1,0,,1.2215856481481482,1,1.0
2024-01-27,11시,일반배송,0,0,0,0,,1,0,,0.31903935185185184,1,1.0
2024-01-27,13시,일반배송,0,0,0,0,,1,0,,2.0078472222222223,0,0.0
2024-01-27,18시,일반배송,0,0,0,0,,2,0,,0.9226851851851853,2,1.0
2024-01-26,01시,일반배송,2,181300,0,0,,0,0,,0.0,0,
2024-01-26,16시,일반배송,1,20000,0,0,,3,0,,2.238148148148148,1,0.3333333333333333
2024-01-26,10시,일반배송,0,0,0,0,,2,0,,3.406111111111111,0,0.0
2024-01-26,11시,일반배송,0,0,0,0,,2,0,,3.3807465277777777,0,0.0
2024-01-26,17시,일반배송,0,0,5,5,1.0,0,0,,0.0,0,
2024-01-26,18시,일반배송,0,0,0,0,,1,0,,2.160902777777778,0,0.0
2024-01-25,18시,일반배송,1,479000,0,0,,0,0,,0.0,0,
2024-01-25,08시,일반배송,1,49000,0,0,,0,0,,0.0,0,
2024-01-25,12시,일반배송,0,0,7,7,1.0,0,0,,0.0,0,
2024-01-25,13시,일반배송,0,0,0,0,,1,0,,3.000960648148148,0,0.0
2024-01-25,14시,일반배송,0,0,0,0,,1,0,,3.090150462962963,0,0.0
2024-01-25,16시,일반배송,0,0,1,1,1.0,4,0,,2.805885416666667,0,0.0
2024-01-24,21시,일반배송,3,80000,0,0,,0,0,,0.0,0,
2024-01-24,13시,일반배송,1,244000,0,0,,2,0,,3.8571412037037036,0,0.0
2024-01-24,14시,일반배송,1,196000,0,0,,0,0,,0.0,0,
2024-01-24,23시,일반배송,1,219500,0,0,,0,0,,0.0,0,
2024-01-24,09시,일반배송,1,460000,0,0,,0,0,,0.0,0,
2024-01-24,12시,일반배송,0,0,6,6,1.0,0,0,,0.0,0,
2024-01-23,00시,일반배송,2,395500,0,0,,0,0,,0.0,0,
2024-01-23,10시,일반배송,1,49000,0,0,,0,0,,0.0,0,
2024-01-23,09시,일반배송,1,98000,0,0,,0,0,,0.0,0,
2024-01-23,11시,일반배송,0,0,2,1,0.5,0,0,,0.0,0,
2024-01-23,13시,일반배송,0,0,0,0,,1,0,,1.5575578703703703,1,1.0
2024-01-23,16시,일반배송,0,0,0,0,,2,0,,1.6924421296296297,2,1.0
2024-01-22,21시,일반배송,3,87000,3,3,1.0,0,0,,0.0,0,
2024-01-22,18시,일반배송,2,414500,0,0,,0,0,,0.0,0,
2024-01-22,11시,일반배송,1,343000,0,0,,0,0,,0.0,0,
2024-01-22,13시,일반배송,1,45000,0,0,,0,0,,0.0,0,
2024-01-22,10시,일반배송,0,0,0,0,,1,0,,0.9506018518518519,1,1.0
2024-01-21,18시,일반배송,1,26000,0,0,,0,0,,0.0,0,
2024-01-21,22시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-01-20,21시,일반배송,2,33500,0,0,,0,0,,0.0,0,
2024-01-20,22시,일반배송,1,72500,0,0,,0,0,,0.0,0,
2024-01-20,11시,일반배송,0,0,0,0,,1,0,,1.2496759259259258,1,1.0
2024-01-19,11시,일반배송,1,107800,0,0,,1,0,,0.9083564814814814,1,1.0
2024-01-19,20시,일반배송,1,2114000,0,0,,0,0,,0.0,0,
2024-01-19,15시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-01-19,16시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-01-18,13시,일반배송,1,33300,0,0,,0,0,,0.0,0,
2024-01-18,18시,일반배송,1,479000,0,0,,0,0,,0.0,0,
2024-01-18,15시,일반배송,0,0,0,0,,1,0,,0.9699074074074074,1,1.0
2024-01-18,16시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-01-17,13시,일반배송,1,32000,0,0,,0,0,,0.0,0,
2024-01-17,16시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-01-17,11시,일반배송,0,0,0,0,,2,0,,1.79875,2,1.0
2024-01-17,19시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-01-16,13시,일반배송,0,0,0,0,,2,0,,1.7785243055555557,1,0.5
2024-01-16,14시,일반배송,0,0,2,2,1.0,1,0,,1.2462384259259258,1,1.0
2024-01-16,16시,일반배송,0,0,0,0,,1,0,,1.3083217592592593,1,1.0
2024-01-16,18시,일반배송,0,0,0,0,,1,0,,1.3324074074074075,1,1.0
2024-01-15,16시,일반배송,5,348000,0,0,,0,0,,0.0,0,
2024-01-15,10시,일반배송,1,14000,0,0,,0,0,,0.0,0,
2024-01-15,08시,일반배송,1,93100,0,0,,0,0,,0.0,0,
2024-01-15,09시,일반배송,1,73500,0,0,,0,0,,0.0,0,
2024-01-15,13시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-01-15,18시,일반배송,0,0,4,4,1.0,0,0,,0.0,0,
2024-01-14,03시,일반배송,1,98000,0,0,,0,0,,0.0,0,
2024-01-14,08시,일반배송,1,147000,0,0,,0,0,,0.0,0,
2024-01-13,11시,일반배송,0,0,0,0,,2,0,,1.6948842592592592,2,1.0
2024-01-13,15시,일반배송,0,0,0,0,,1,0,,1.0396064814814816,1,1.0
2024-01-13,16시,일반배송,0,0,0,0,,1,0,,2.4213773148148148,0,0.0
2024-01-12,13시,일반배송,1,48000,0,0,,0,0,,0.0,0,
2024-01-12,15시,일반배송,0,0,0,0,,1,0,,1.8105555555555555,1,1.0
2024-01-12,16시,일반배송,0,0,0,0,,1,0,,1.9455555555555557,1,1.0
2024-01-12,17시,일반배송,0,0,4,4,1.0,0,0,,0.0,0,
2024-01-12,18시,일반배송,0,0,0,0,,1,0,,1.1702314814814814,1,1.0
2024-01-12,08시,일반배송,0,0,0,0,,1,0,,2.521261574074074,0,0.0
2024-01-11,12시,일반배송,1,391000,0,0,,0,0,,0.0,0,
2024-01-11,14시,일반배송,1,21000,0,0,,0,0,,0.0,0,
2024-01-11,01시,일반배송,1,318500,0,0,,0,0,,0.0,0,
2024-01-11,23시,일반배송,1,155800,0,0,,1,0,,2.1746412037037035,0,0.0
2024-01-11,10시,일반배송,0,0,0,0,,1,0,,2.7428819444444446,0,0.0
2024-01-11,16시,일반배송,0,0,3,3,1.0,0,0,,0.0,0,
2024-01-11,18시,일반배송,0,0,0,0,,1,0,,3.170393518518518,0,0.0
2024-01-10,13시,일반배송,1,294000,0,0,,0,0,,0.0,0,
2024-01-10,17시,일반배송,1,68600,3,3,1.0,1,0,,1.238125,1,1.0
2024-01-10,20시,일반배송,1,48000,0,0,,0,0,,0.0,0,
2024-01-10,16시,일반배송,0,0,0,0,,3,0,,1.8086959876543212,2,0.6666666666666666
2024-01-10,08시,일반배송,0,0,0,0,,2,0,,2.3441203703703706,0,0.0
2024-01-09,11시,일반배송,1,14000,0,0,,0,0,,0.0,0,
2024-01-09,18시,일반배송,1,58800,5,5,1.0,1,0,,2.0056249999999998,0,0.0
2024-01-09,19시,일반배송,1,1186500,0,0,,1,0,,1.3778703703703703,1,1.0
2024-01-09,09시,일반배송,1,196000,0,0,,0,0,,0.0,0,
2024-01-09,13시,일반배송,0,0,0,0,,1,0,,1.1168981481481481,1,1.0
2024-01-09,16시,일반배송,0,0,0,0,,1,0,,1.6797569444444445,1,1.0
2024-01-08,10시,일반배송,3,120000,0,0,,0,0,,0.0,0,
2024-01-08,12시,일반배송,1,78400,0,0,,0,0,,0.0,0,
2024-01-08,14시,일반배송,1,245000,3,3,1.0,0,0,,0.0,0,
2024-01-08,16시,일반배송,1,200900,0,0,,0,0,,0.0,0,
2024-01-08,17시,일반배송,1,44100,3,3,1.0,0,0,,0.0,0,
2024-01-06,16시,일반배송,2,10300,0,0,,0,0,,0.0,0,
2024-01-06,13시,일반배송,1,100000,0,0,,0,0,,0.0,0,
2024-01-05,18시,일반배송,1,32000,0,0,,0,0,,0.0,0,
2024-01-05,16시,일반배송,0,0,0,0,,1,0,,1.6085069444444444,1,1.0
2024-01-04,01시,일반배송,1,20000,0,0,,0,0,,0.0,0,
2024-01-04,11시,일반배송,0,0,0,0,,2,0,,1.0043171296296296,2,1.0
2024-01-04,13시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
2024-01-03,11시,일반배송,2,93100,0,0,,0,0,,0.0,0,
2024-01-03,22시,일반배송,1,768000,0,0,,0,0,,0.0,0,
2024-01-03,15시,일반배송,0,0,2,2,1.0,0,0,,0.0,0,
2024-01-03,18시,일반배송,0,0,0,0,,1,0,,2.227222222222222,0,0.0
2024-01-02,15시,일반배송,0,0,1,1,1.0,0,0,,0.0,0,
