,매장명,위도,경도,매장타입,주소,전화번호
535,강일역,37.55747468801038,127.17351070838722,pin_general,"서울특별시 강동구 고덕로 429 (강일동), 1층",1522-3232
536,올림픽공원북2문,37.5241832,127.1286775,pin_general,서울특별시 강동구 강동대로 199 (성내동),1522-3232
537,천호대로길동,37.534651,127.137210,pin_general,서울특별시 강동구 천호대로 1131 거산 유팰리스,1522-3232
538,신도림,37.505517,126.883953,pin_general,서울특별시 구로구 경인로 610 (신도림동),1522-3232
539,구로디지털타워,37.483432,126.89648,pin_general,서울특별시 구로구 디지털로32길 30 (구로동),1522-3232
540,오류동역,37.4962155,126.8448614,pin_general,서울특별시 구로구 경인로 216 (오류동),1522-3232
541,구로디지털로,37.485911,126.895587,pin_general,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)",1522-3232
542,구로에이스,37.48448329,126.8944957,pin_general,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)",1522-3232
543,구로하이엔드,37.481618,126.893136,pin_general,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)",1522-3232
544,현대디큐브2F,37.508636,126.889225,pin_general,서울특별시 구로구 경인로 662 (신도림동),1522-3232
545,구로호텔,37.4831293,126.89885909999998,pin_general,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)",1522-3232
546,현대디큐브B2,37.508828,126.889488,pin_general,서울특별시 구로구 경인로 662 (신도림동),1522-3232
547,구로고척,37.49706,126.86315,pin_general,서울특별시 구로구 경인로 387 (고척동),1522-3232
548,구로NC,37.501219,126.882798,pin_general,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC,1522-3232
549,구로오류DT,37.4881292318832,126.834491889841,pin_generalDT,서울특별시 구로구 서해안로 2233 (오류동),1522-3232
550,구로구청,37.49395067031256,126.88676120707717,pin_general,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호",1522-3232
551,고척아이파크,37.49930562934076,126.8582208923581,pin_general,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호",1522-3232
552,답십리역,37.568466,127.051106,pin_general,서울특별시 동대문구 천호대로 263 (답십리동),1522-3232
553,경희대삼거리,37.591531,127.052017,pin_general,서울특별시 동대문구 회기로 141 (회기동),1522-3232
554,외대정문,37.5953464,127.0590302,pin_general,서울특별시 동대문구 이문로 93 (이문동),1522-3232
555,신설동역,37.5767228,127.0255446,pin_general,서울특별시 동대문구 왕산로 19 (신설동),1522-3232
556,회기역사거리,37.590784,127.056098,pin_general,서울특별시 동대문구 이문로 37 (회기동),1522-3232
557,외대,37.59575188,127.0614002,pin_general,서울특별시 동대문구 휘경로 12-1 (이문동),1522-3232
558,장한평역,37.562337,127.065511,pin_general,서울특별시 동대문구 장한로 10 (장안동),1522-3232
559,경희대,37.5928812,127.05280849999997,pin_general,서울특별시 동대문구 경희대로 16-1 (회기동),1522-3232
560,청량리역롯데캐슬스카이,37.579201572803626,127.04541391086886,pin_general,"서울특별시 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)",1522-3232
561,경동1960,37.5796141021494,127.038684963773,pin_general,서울특별시 동대문구 고산자로36길 3 (제기동),1522-3232
562,청량리역사,37.57945,127.04785,pin_general,서울특별시 동대문구 왕산로 214 (전농동) 청량리역사 Connect Place6층,1522-3232
563,답십리초교사거리,37.5682540295405,127.057240883237,pin_general,서울특별시 동대문구 전농로 38 (답십리동),1522-3232
564,장안사거리,37.5727209002351,127.070092668638,pin_general,서울특별시 동대문구 답십리로 267 (장안동),1522-3232
565,서울숲역,37.542075,127.044961,pin_general,서울특별시 성동구 왕십리로 50 (성수동1가) 1층,1522-3232
566,금호역,37.5479939,127.0153343,pin_general,서울특별시 성동구 동호로 99 (금호동4가),1522-3232
567,뚝섬역,37.546432,127.049042,pin_general,서울특별시 성동구 아차산로 42 (성수동1가),1522-3232
568,황학사거리,37.567644,127.023697,pin_general,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",1522-3232
569,성수역,37.543193,127.056943,pin_general,서울특별시 성동구 성수이로 94 (성수동2가),1522-3232
570,상왕십리역,37.565169,127.027907,pin_general,서울특별시 성동구 왕십리로 382 (하왕십리동),1522-3232
571,왕십리역,37.5627541,127.0339072,pin_general,서울특별시 성동구 왕십리로 326 (도선동),1522-3232
572,한양대,37.55726984,127.0421649,pin_general,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층",1522-3232
573,엔터식스,37.56175811,127.0383328,pin_general,서울특별시 성동구 왕십리광장로 17 (행당동),1522-3232
574,신금호역,37.5549672,127.0201447,pin_general,서울특별시 성동구 금호로 158-1 (금호동1가) 1~5층 전체,1522-3232
575,왕십리역9번출구,37.5605427226347,127.035267332652,pin_general,서울특별시 성동구 고산자로 234 (행당동),1522-3232
576,성수,37.5444620830457,127.055413311106,pin_general,서울특별시 성동구 아차산로 104 (성수동2가),1522-3232
577,옥수,37.5430298,127.0133661,pin_general,서울특별시 성동구 독서당로 202 (옥수동),1522-3232
578,성수낙낙,37.547326,127.066367,pin_general,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호,1522-3232
579,효창공원앞역,37.539305,126.963060,pin_general,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)",1522-3232
580,서울역서부,37.555165,126.968446,pin_general,서울특별시 용산구 만리재로 202 (서계동),1522-3232
581,이태원역,37.534273,126.994789,pin_general,서울특별시 용산구 이태원로 188 (이태원동),1522-3232
582,한강진역R,37.537131,127.00098,pin_reserve,서울특별시 용산구 이태원로 252 (한남동),1522-3232
583,용산역써밋R,37.527586,126.965401,pin_reserve,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",1522-3232
584,이촌,37.518605,126.977271,pin_general,서울특별시 용산구 이촌로 276 (이촌동),1522-3232
585,신용산역,37.528702,126.966757,pin_general,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",1522-3232
586,용산파크타워,37.523818,126.970389,pin_general,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)",1522-3232
587,남영동,37.542831,126.972242,pin_general,서울특별시 용산구 한강대로 275 (갈월동),1522-3232
588,한남동R,37.53485,127.010919,pin_reserve,서울특별시 용산구 독서당로 94 (한남동),1522-3232
589,서울타워,37.551102,126.988317,pin_general,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,1522-3232
590,서울역동자동,37.551752,126.972694,pin_general,서울특별시 용산구 한강대로 372 (동자동),1522-3232
591,순천향입구,37.533394,127.00563,pin_general,서울특별시 용산구 대사관로 67 (한남동),1522-3232
592,숙대,37.54460479,126.9672252,pin_general,서울특별시 용산구 청파로47길 57 (청파동3가),1522-3232
593,동빙고,37.5289857,126.991782,pin_general,서울특별시 용산구 장문로 12 (동빙고동),1522-3232
594,숙대입구역,37.544118,126.971891,pin_general,서울특별시 용산구 한강대로 291 (갈월동),1522-3232
595,용산아이파크몰,37.5288539,126.96404469999993,pin_general,서울특별시 용산구 한강대로23길 55,1522-3232
596,동부이촌동,37.52111,126.96905,pin_general,서울특별시 용산구 이촌로 198 (이촌동),1522-3232
597,숙명여대정문,37.54474797,126.96484196,pin_general,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층),1522-3232
598,용산해링턴스퀘어,37.5258562,126.9676442,pin_general,서울특별시 용산구 서빙고로 17 (한강로3가),1522-3232
599,경리단길,37.53854,126.98737,pin_general,서울특별시 용산구 회나무로 3 (이태원동),1522-3232
600,서울역사,37.55415699928705,126.97179361292846,pin_general,서울특별시 용산구 한강대로 405 (동자동) 신-101호,1522-3232
601,용산리첸시아,37.538571,126.967409,pin_general,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",1522-3232
602,용산전자랜드,37.53286105987034,126.96100091132484,pin_general,서울특별시 용산구 청파로 74 (한강로3가),1522-3232
603,상봉,37.597842,127.092509,pin_general,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",1522-3232
604,중랑역,37.5930326,127.07473579999998,pin_general,서울특별시 중랑구 망우로30길 3 (상봉동),1522-3232
605,중랑구청,37.60538908,127.0957558,pin_general,서울특별시 중랑구 신내로 72,1522-3232
606,사가정역,37.579594,127.087966,pin_general,서울특별시 중랑구 면목로 310,1522-3232
607,상봉역,37.59689,127.08647,pin_general,서울특별시 중랑구 망우로 307 (상봉동),1522-3232
608,묵동,37.615368,127.076633,pin_general,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층",1522-3232
609,양원역,37.6066536267232,127.106359790053,pin_general,서울특별시 중랑구 양원역로10길 3 (망우동),1522-3232
610,중화역,37.60170912407773,127.07841136432036,pin_general,서울특별시 중랑구 봉화산로 35 1층,1522-3232
