,매장명,위도,경도,매장타입,주소,전화번호
0,역삼아레나빌딩,37.501087,127.043069,pin_general,서울특별시 강남구 언주로 425 (역삼동),1522-3232
1,논현역사거리,37.510178,127.022223,pin_general,서울특별시 강남구 강남대로 538 (논현동),1522-3232
2,신사역성일빌딩,37.5139309,127.0206057,pin_general,서울특별시 강남구 강남대로 584 (논현동),1522-3232
3,국기원사거리,37.499517,127.031495,pin_general,서울특별시 강남구 테헤란로 125 (역삼동),1522-3232
4,대치재경빌딩,37.494668,127.062583,pin_general,서울특별시 강남구 남부순환로 2947 (대치동),1522-3232
5,봉은사역,37.515000,127.063196,pin_general,서울특별시 강남구 봉은사로 619 (삼성동),1522-3232
6,압구정윤성빌딩,37.5227934,127.0286009,pin_general,서울특별시 강남구 논현로 834 (신사동),1522-3232
7,코엑스별마당,37.510150,127.060275,pin_general,서울특별시 강남구 영동대로 513 (삼성동),1522-3232
8,삼성역섬유센터R,37.507750,127.060651,pin_reserve,서울특별시 강남구 테헤란로 518 (대치동),1522-3232
9,압구정R,37.5273669,127.033061,pin_reserve,서울특별시 강남구 언주로 861 (신사동),1522-3232
10,수서역R,37.488008,127.102650,pin_reserve,서울특별시 강남구 광평로 281 (수서동),1522-3232
11,양재강남빌딩R,37.485192,127.036685,pin_reserve,서울특별시 강남구 남부순환로 2621 (도곡동),1522-3232
12,선릉동신빌딩R,37.505321,127.050409,pin_reserve,서울특별시 강남구 테헤란로 409 (삼성동),1522-3232
13,봉은사로선정릉,37.511293,127.048409,pin_general,서울특별시 강남구 봉은사로 446 (삼성동),1522-3232
14,강남오거리,37.502117,127.026672,pin_general,서울특별시 강남구 봉은사로2길 39 (역삼동),1522-3232
15,스타필드코엑스몰R,37.50999,127.061455,pin_reserve,서울특별시 강남구 영동대로 513 (삼성동) 코엑스 A106호,1522-3232
16,강남구청정문,37.518181,127.045995,pin_general,서울특별시 강남구 학동로 419 (청담동),1522-3232
17,도곡공원,37.492805,127.041309,pin_general,서울특별시 강남구 도곡로 205 (역삼동),1522-3232
18,강남R,37.497711,127.028439,pin_reserve,서울특별시 강남구 강남대로 390 (역삼동),1522-3232
19,대치은마사거리,37.498973,127.060172,pin_general,서울특별시 강남구 도곡로 457 (대치동),1522-3232
20,청담영동대로,37.522156,127.056449,pin_general,서울특별시 강남구 영동대로 720 (청담동),1522-3232
21,압구정,37.526283,127.02956,pin_general,서울특별시 강남구 압구정로30길 17 (신사동),1522-3232
22,신사가로수,37.521933,127.022521,pin_general,서울특별시 강남구 가로수길 59 ,1522-3232
23,청담스타R,37.525216,127.041827,pin_reserve,서울특별시 강남구 도산대로57길 24 (청담동),1522-3232
24,강남우성,37.492396,127.03091,pin_general,서울특별시 강남구 강남대로 328 (역삼동),1522-3232
25,학동사거리,37.52236449999999,127.03795430000002,pin_general,서울특별시 강남구 도산대로 328 (논현동),1522-3232
26,대치사거리,37.503331,127.058817,pin_general,서울특별시 강남구 삼성로 402 (대치동),1522-3232
27,포스코사거리,37.5075307,127.05742710000004,pin_general,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,1522-3232
28,을지병원사거리,37.5191632,127.0286446,pin_general,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",1522-3232
29,신사역,37.5162021,127.0207428,pin_general,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,1522-3232
30,도곡역,37.492167,127.057398,pin_general,서울특별시 강남구 남부순환로 2909 (대치동),1522-3232
31,서울세관사거리,37.514887,127.035653,pin_general,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,1522-3232
32,청담사거리,37.5236351,127.04686509999999,pin_general,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,1522-3232
33,한티역,37.496801,127.055055,pin_general,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",1522-3232
34,역삼초교사거리,37.4941059,127.03299730000003,pin_general,서울특별시 강남구 역삼로 123 (역삼동),1522-3232
35,코엑스몰,37.513715,127.059245,pin_general,서울특별시 강남구 영동대로 513 (삼성동) O103호,1522-3232
36,가로수길,37.5231593,127.02162499999997,pin_general,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",1522-3232
37,역삼대로,37.501623,127.039375,pin_general,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",1522-3232
38,역삼포스코,37.499721,127.033582,pin_general,"서울특별시 강남구 테헤란로 134, P&amp;S TOWER (역삼동)",1522-3232
39,강남대로,37.50314,127.025546,pin_general,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",1522-3232
40,청담,37.5243631,127.05155990000003,pin_general,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",1522-3232
41,삼성도심공항,37.5097863,127.05791339999996,pin_general,서울특별시 강남구 테헤란로87길 33 (삼성동),1522-3232
42,삼성교,37.507794,127.06517,pin_general,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",1522-3232
43,학동역,37.51464884,127.0307302,pin_general,서울특별시 강남구 논현로 704 (논현동),1522-3232
44,대치,37.49966175,127.0622171,pin_general,서울특별시 강남구 도곡로 511 (대치동),1522-3232
45,신세계푸드마켓도곡,37.490298,127.054895,pin_general,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",1522-3232
46,삼성,37.50703529,127.0555503,pin_general,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",1522-3232
47,선릉세화빌딩,37.50377562,127.051196,pin_general,서울특별시 강남구 테헤란로64길 18 (대치동) 1층,1522-3232
48,압구정역,37.52674095,127.0281105,pin_general,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",1522-3232
49,압구정로,37.52680046,127.0347174,pin_general,서울특별시 강남구 압구정로42길 32 (신사동),1522-3232
50,구역삼사거리,37.49592355,127.0388645,pin_general,서울특별시 강남구 논현로 401 (역삼동),1522-3232
51,큰길타워,37.50236693,127.0407,pin_general,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",1522-3232
52,강남구청역,37.5165849,127.04124330000002,pin_general,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",1522-3232
53,대치역,37.493554,127.061874,pin_general,서울특별시 강남구 남부순환로 2936 (대치동) 107호,1522-3232
54,포이,37.47781106,127.0451411,pin_general,서울특별시 강남구 논현로 88 (개포동),1522-3232
55,아크플레이스,37.49971982,127.0349084,pin_general,서울특별시 강남구 테헤란로 142 (역삼동),1522-3232
56,학여울역,37.49803646,127.0684943,pin_general,서울특별시 강남구 영동대로 215 (대치동),1522-3232
57,선정릉역,37.51075489999999,127.04455970000003,pin_general,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,1522-3232
58,삼성현대힐,37.51354184,127.0527183,pin_general,서울특별시 강남구 삼성로 605 (삼성동),1522-3232
59,GS타워,37.5018592,127.03727759999992,pin_general,서울특별시 강남구 논현로 508 (역삼동),1522-3232
60,압구정미소,37.52405601,127.027915,pin_general,서울특별시 강남구 논현로 841 (신사동),1522-3232
61,선릉역,37.50393894,127.0485135,pin_general,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",1522-3232
62,코엑스사거리,37.515351,127.060109,pin_general,서울특별시 강남구 영동대로 616 (삼성동),1522-3232
63,역삼럭키,37.492209,127.039389,pin_general,서울특별시 강남구 도곡로 183 (역삼동),1522-3232
64,신압구정,37.528115,127.036441,pin_general,서울특별시 강남구 언주로174길 29 (신사동),1522-3232
65,아크로힐스논현,37.50898041,127.0403869,pin_general,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",1522-3232
66,강남비젼타워,37.4964557,127.02968850000002,pin_general,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",1522-3232
67,압구정로데오역,37.526549,127.040437,pin_general,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",1522-3232
68,르네상스사거리,37.502721,127.044308,pin_general,서울특별시 강남구 테헤란로 306 (역삼동),1522-3232
69,포스코,37.50576,127.057966,pin_general,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",1522-3232
70,선릉로,37.505053,127.046577,pin_general,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",1522-3232
71,논현힐탑,37.5115577,127.03226199999994,pin_general,서울특별시 강남구 논현로 648 (논현동),1522-3232
72,도산가로수길,37.51736229999999,127.02329570000006,pin_general,"서울특별시 강남구 도산대로 134, 2층 (논현동)",1522-3232
73,대치한티,37.4984818,127.052066,pin_general,서울특별시 강남구 선릉로 324 (대치동),1522-3232
74,개포동,37.4828551359882,127.0607152444621,pin_general,서울특별시 강남구 선릉로 34 (개포동),1522-3232
75,수서역사거리,37.4873267937748,127.103140081887,pin_general,서울특별시 강남구 광평로 280 (수서동),1522-3232
76,코엑스아셈타워,37.513019,127.059838,pin_general,서울특별시 강남구 영동대로 517 (삼성동),1522-3232
77,센터필드R,37.50369465391196,127.04172081609172,pin_reserve,서울특별시 강남구 테헤란로 231 (역삼동),1522-3232
78,도산사거리,37.51966,127.0341,pin_general,서울특별시 강남구 언주로 727 (논현동),1522-3232
79,강남세곡,37.467274319644,127.099929726,pin_general,서울특별시 강남구 헌릉로569길 18 (세곡동),1522-3232
80,대치삼성,37.500313,127.066961,pin_general,서울특별시 강남구 영동대로 237 (대치동),1522-3232
81,언주역,37.507775,127.036472,pin_general,서울특별시 강남구 봉은사로 222 (역삼동),1522-3232
82,강남역신분당역사,37.4970572543978,127.028180714381,pin_general,서울특별시 강남구 강남대로 396 (역삼동),1522-3232
83,삼성역,37.509206962541256,127.06560851480327,pin_general,서울특별시 강남구 테헤란로 620 (대치동),1522-3232
84,테헤란로아남타워,37.50383,127.04487,pin_general,서울특별시 강남구 테헤란로 311 (역삼동),1522-3232
85,강남논현,37.5078978596254,127.023338614644,pin_general,서울특별시 강남구 강남대로 512 (논현동),1522-3232
86,삼성동,37.510843366121534,127.06363342044263,pin_general,서울특별시 강남구 영동대로96길 12 (삼성동),1522-3232
87,청담역,37.5194407323478,127.049552661542,pin_general,서울특별시 강남구 삼성로 709 (청담동),1522-3232
88,압구정현대아파트,37.52521971236768,127.0256601858147,pin_general,서울특별시 강남구 논현로175길 38 (신사동),1522-3232
89,역삼이마트,37.499367,127.048425,pin_general,서울특별시 강남구 역삼로 310 (역삼동),1522-3232
90,강남세곡DT,37.466993809277,127.118330806807,pin_generalDT,서울특별시 강남구 헌릉로 727 (세곡동),1522-3232
91,미아뉴타운,37.618319,127.021072,pin_general,서울특별시 강북구 삼양로 161 (미아동),1522-3232
92,강북구청사거리,37.6400354,127.0273766,pin_general,서울특별시 강북구 도봉로 365 (수유동),1522-3232
93,미아사거리역,37.611809,127.0306971,pin_general,서울특별시 강북구 도봉로 32 (미아동),1522-3232
94,수유역,37.6380167,127.02613500000007,pin_general,서울특별시 강북구 도봉로 342 (번동),1522-3232
95,미아역,37.626148,127.026578,pin_general,서울특별시 강북구 도봉로 196 (미아동),1522-3232
96,파라스파라서울,37.664380074618,127.008566467101,pin_general,서울특별시 강북구 삼양로 689 (우이동) 파라스파라서울 지하1층,1522-3232
97,발산역사거리,37.558509,126.835096,pin_general,서울특별시 강서구 공항대로 248 (마곡동),1522-3232
98,마곡역,37.559611,126.826298,pin_general,서울특별시 강서구 공항대로 168 (마곡동),1522-3232
99,우장산역,37.549501,126.835984,pin_general,서울특별시 강서구 강서로 267 (내발산동),1522-3232
100,마곡사이언스타워R,37.5605261,126.833887,pin_reserve,서울특별시 강서구 마곡동로 62 (마곡동),1522-3232
101,방화DT,37.574339,126.816415,pin_generalDT,서울특별시 강서구 방화대로 375 (방화동),1522-3232
102,마곡나루역,37.56813,126.82614,pin_general,서울특별시 강서구 마곡중앙로 161-17 (마곡동),1522-3232
103,마곡GMG,37.560487,126.829667,pin_general,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",1522-3232
104,가양역,37.561640,126.853327,pin_general,서울특별시 강서구 양천로 476 (등촌동),1522-3232
105,화곡DT,37.535149,126.863232,pin_generalDT,서울특별시 강서구 등촌로 57 (화곡동),1522-3232
106,양천향교역,37.566964,126.840731,pin_general,서울특별시 강서구 강서로 463 (마곡동),1522-3232
107,화곡동,37.5405115,126.8372413,pin_general,서울특별시 강서구 화곡로 142(화곡동),1522-3232
108,등촌,37.5582043,126.84433919999992,pin_general,서울특별시 강서구 공항대로 329 (등촌동),1522-3232
109,염창역,37.547359,126.874436,pin_general,서울특별시 강서구 공항대로 627 (염창동),1522-3232
110,발산역,37.56033,126.839279,pin_general,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,1522-3232
111,까치산역,37.532303,126.846077,pin_general,서울특별시 강서구 강서로13길 3 (화곡동),1522-3232
112,발산역5번출구,37.5579224739977,126.84054030692,pin_general,"서울특별시 강서구 강서로52길 43 (내발산동, DH647), 1층 일부",1522-3232
113,화곡역8번출구,37.542514,126.839062,pin_general,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",1522-3232
114,강서우장산,37.546305,126.835923,pin_general,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",1522-3232
115,등촌대로,37.55101,126.86638,pin_general,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",1522-3232
116,가양역사거리,37.56007,126.855372,pin_general,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",1522-3232
117,내발산,37.55467,126.83672,pin_general,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",1522-3232
118,마곡웰튼,37.56754,126.82553,pin_general,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",1522-3232
119,김포공항DT,37.566396,126.80608,pin_generalDT,서울특별시 강서구 개화동로 517 (방화동),1522-3232
120,강서NC,37.560088,126.840534,pin_general,서울특별시 강서구 강서로56길 17 (등촌동),1522-3232
121,마곡나루공원,37.567007,126.822246,pin_general,서울특별시 강서구 마곡중앙5로 47 (마곡동),1522-3232
122,송정역,37.56097361346,126.811557734972,pin_general,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부",1522-3232
123,강서구청사거리,37.5549266,126.8523133,pin_general,서울특별시 강서구 화곡로 350 (화곡동),1522-3232
124,낙성대역,37.477946,126.961193,pin_general,서울특별시 관악구 남부순환로 1908 (봉천동),1522-3232
125,관악서울대입구R,37.479343,126.95278,pin_reserve,서울특별시 관악구 관악로 158 (봉천동),1522-3232
126,신림DT,37.480935,126.908407,pin_generalDT,서울특별시 관악구 남부순환로 1419 (신림동),1522-3232
127,서울대역,37.481599,126.9522,pin_general,서울특별시 관악구 남부순환로 1817 (봉천동),1522-3232
128,낙성대DT,37.476169,126.965005,pin_generalDT,서울특별시 관악구 남부순환로 1948 (봉천동),1522-3232
129,사당,37.47601,126.980997,pin_general,서울특별시 관악구 남부순환로 2082-25,1522-3232
130,보라매대교,37.491449,126.925432,pin_general,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,1522-3232
131,신림,37.48609493,126.9291602,pin_general,서울특별시 관악구 신림로 355-1 (신림동),1522-3232
132,신림타임스트림,37.48385383,126.9301799,pin_general,서울특별시 관악구 신림로 330 타임스트림 1층,1522-3232
133,서울대입구역,37.48118,126.951324,pin_general,서울특별시 관악구 남부순환로 1812 (봉천동),1522-3232
134,서울대입구역8번출구,37.4812061,126.9536942,pin_general,서울특별시 관악구 남부순환로 1831 (봉천동),1522-3232
135,봉천역,37.4820375340064,126.942287792538,pin_general,서울특별시 관악구 남부순환로 1730 (봉천동),1522-3232
136,건국대,37.5415592,127.0711244,pin_general,서울특별시 광진구 능동로 117 (화양동),1522-3232
137,어린이대공원역,37.551946,127.076404,pin_general,서울특별시 광진구 능동로 243 (군자동),1522-3232
138,아차산역,37.5505388,127.0898757,pin_general,서울특별시 광진구 천호대로 676 (구의동),1522-3232
139,올림픽대교북단,37.541129,127.09524,pin_general,서울특별시 광진구 광나루로 608 (구의동),1522-3232
140,구의DT,37.5451984,127.0871587,pin_generalDT,서울특별시 광진구 광나루로 519 (구의동),1522-3232
141,자양사거리,37.5371158,127.0825821,pin_general,서울특별시 광진구 아차산로 355,1522-3232
142,군자역,37.556965,127.079032,pin_general,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,1522-3232
143,광나루,37.547442,127.105934,pin_general,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",1522-3232
144,건대스타시티,37.538544,127.073009,pin_general,서울특별시 광진구 아차산로 262 (자양동),1522-3232
145,건대입구,37.5406604,127.07072249999999,pin_general,서울특별시 광진구 능동로 107 (화양동),1522-3232
146,구의역,37.53698,127.084015,pin_general,서울특별시 광진구 아차산로 373 (구의동),1522-3232
147,광장,37.542518,127.099651,pin_general,서울특별시 광진구 아차산로 537-17 (광장동),1522-3232
148,건국클래식,37.538466,127.071271,pin_general,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,1522-3232
149,건대후문,37.5460180138476,127.074001181744,pin_general,서울특별시 광진구 능동로 172 (화양동),1522-3232
150,중곡역,37.5650109508732,127.08459679908,pin_general,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",1522-3232
151,자양이마트,37.537817,127.072597,pin_general,서울특별시 광진구 아차산로 272 (자양동) 지하1층,1522-3232
152,자양역,37.532684640479,127.067878503557,pin_general,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",1522-3232
153,화양삼거리,37.547726,127.071217,pin_general,서울특별시 광진구 광나루로 374 (화양동),1522-3232
154,군자사거리,37.5575666,127.079334,pin_general,서울특별시 광진구 천호대로 549 (중곡동) 1층,1522-3232
155,금천구청역,37.455983,126.895727,pin_general,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",1522-3232
156,가산에스케이,37.48061318,126.8805702,pin_general,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",1522-3232
157,독산사거리,37.471528328745485,126.89856062315228,pin_general,서울특별시 금천구 시흥대로 426 (독산동),1522-3232
158,금천시흥,37.448624,126.903183,pin_general,서울특별시 금천구 시흥대로 164 (시흥동),1522-3232
159,가산디지털단지역,37.481324,126.883779,pin_general,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",1522-3232
160,금천독산,37.46914,126.895246,pin_general,서울특별시 금천구 두산로 70 (독산동),1522-3232
161,가산디지털,37.4798346,126.88249969999992,pin_general,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",1522-3232
162,마리오아울렛,37.478701,126.885076,pin_general,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,1522-3232
163,가산브이타워,37.477221,126.883683,pin_general,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",1522-3232
164,가산그레이트,37.4794491,126.88747680000006,pin_general,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",1522-3232
165,독산역,37.4676446,126.8876698,pin_general,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 108, 109호",1522-3232
166,가산현대아울렛,37.477581,126.888603,pin_general,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",1522-3232
167,가산케이에스,37.4807071377614,126.885099760167,pin_general,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",1522-3232
168,월계역,37.6295,127.0574,pin_general,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",1522-3232
169,월계트레이더스,37.6277053,127.06149779999998,pin_general,서울특별시 노원구 마들로3길 15 (월계동),1522-3232
170,상계초교사거리,37.656776,127.066442,pin_general,서울특별시 노원구 노원로 449 (상계동),1522-3232
171,공릉DT,37.6206884,127.0743116,pin_generalDT,서울특별시 노원구 동일로 1015 (공릉동),1522-3232
172,노원마들역,37.660941,127.058008,pin_general,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",1522-3232
173,공릉역,37.626337,127.072252,pin_general,서울특별시 노원구 동일로 1081 (공릉동),1522-3232
174,은행사거리,37.65048737,127.0759861,pin_general,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",1522-3232
175,노원KT,37.654562,127.063617,pin_general,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",1522-3232
176,광운대,37.6231479,127.06070090000003,pin_general,서울특별시 노원구 석계로 104 (월계동),1522-3232
177,중계역,37.64817,127.062244,pin_general,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",1522-3232
178,노원역,37.654751,127.060034,pin_general,서울특별시 노원구 동일로 1413 (상계동) 1층,1522-3232
179,월계이마트,37.627155,127.062094,pin_general,서울특별시 노원구 마들로3길 15 (월계동),1522-3232
180,태릉입구역DT,37.61942,127.07932,pin_generalDT,서울특별시 노원구 화랑로 469 (공릉동),1522-3232
181,노원상계,37.651535,127.061026,pin_general,서울특별시 노원구 동일로215길 2 (상계동),1522-3232
182,창동이마트,37.651645,127.046869,pin_general,서울특별시 도봉구 노해로65길 4 (창동),1522-3232
183,쌍문역,37.648456,127.034783,pin_general,서울특별시 도봉구 도봉로 480 (창동),1522-3232
184,도봉구청,37.6695034764443,127.04603799266,pin_general,서울특별시 도봉구 마들로 665 (도봉동),1522-3232
185,쌍문도봉로,37.6453516,127.0331011,pin_general,서울특별시 도봉구 도봉로 444 (창동),1522-3232
186,도봉로DT,37.6611805929041,127.041630065957,pin_generalDT,서울특별시 도봉구 도봉로 635 (쌍문동),1522-3232
187,방학역,37.6653125,127.0433125,pin_general,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",1522-3232
188,창동역,37.6545021055909,127.049672533607,pin_general,서울특별시 도봉구 마들로13길 61 (창동),1522-3232
189,노량진동,37.513068,126.946537,pin_general,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",1522-3232
190,남성역,37.4841198,126.9725739,pin_general,서울특별시 동작구 사당로 219 (사당동),1522-3232
191,상도역,37.5031936,126.9484581,pin_general,서울특별시 동작구 상도로37길 1 (상도1동),1522-3232
192,보라매공원R,37.49226212712864,126.92334570798292,pin_reserve,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",1522-3232
193,이수자이,37.484414,126.980047,pin_general,서울특별시 동작구 사당로 300 (사당동 이수자이),1522-3232
194,노량진역,37.51339,126.940879,pin_general,서울특별시 동작구 노량진로 134 (노량진동),1522-3232
195,신대방삼거리역,37.499914,126.931766,pin_general,서울특별시 동작구 상도로 102 (상도동),1522-3232
196,중앙대,37.506933,126.958125,pin_general,서울특별시 동작구 흑석로 75-1 (흑석동),1522-3232
197,숭실대입구역,37.4968346,126.95271230000003,pin_general,서울특별시 동작구 상도로 354 (상도동),1522-3232
198,숭실대,37.49538073,126.9548891,pin_general,서울특별시 동작구 사당로 4 (상도동),1522-3232
199,사당역,37.47849216,126.9813456,pin_general,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",1522-3232
200,서강대프라자,37.551073,126.943096,pin_general,서울특별시 마포구 백범로 35 (신수동),1522-3232
201,상암YTN,37.579183,126.892315,pin_general,서울특별시 마포구 상암산로 76 (상암동),1522-3232
202,마포용강동,37.541186,126.942209,pin_general,서울특별시 마포구 토정로 295 (용강동),1522-3232
203,홍대입구역사거리R,37.554636,126.92036,pin_reserve,서울특별시 마포구 양화로 125 (서교동),1522-3232
204,마포경찰서후문,37.550800,126.953432,pin_general,서울특별시 마포구 마포대로 173-14 (아현동),1522-3232
205,공덕,37.545913,126.952956,pin_general,서울특별시 마포구 마포대로 130 (공덕동),1522-3232
206,합정폴리스R,37.5509,126.9134,pin_reserve,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",1522-3232
207,홍대공항철도역,37.557491,126.925146,pin_general,서울특별시 마포구 양화로 178 (동교동),1522-3232
208,마포염리,37.543876,126.94768,pin_general,서울특별시 마포구 독막로 311 (염리동),1522-3232
209,서강광흥창역,37.549377,126.931661,pin_general,서울특별시 마포구 서강로 69 (창전동),1522-3232
210,합정,37.54963,126.912999,pin_general,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",1522-3232
211,서강대흥역,37.548178,126.941576,pin_general,서울특별시 마포구 백범로 89-5 (대흥동),1522-3232
212,서교동사거리,37.553376,126.918564,pin_general,서울특별시 마포구 양화로 105 (서교동),1522-3232
213,상암사보이시티,37.58147,126.888983,pin_general,서울특별시 마포구 월드컵북로54길 17 (상암동),1522-3232
214,신촌오거리,37.555137,126.934694,pin_general,서울특별시 마포구 신촌로16길 10 (노고산동),1522-3232
215,상암디지털큐브,37.5763132,126.8892477,pin_general,서울특별시 마포구 상암산로 34,1522-3232
216,상수역,37.5474817,126.92321579999998,pin_general,서울특별시 마포구 독막로 88 (상수동),1522-3232
217,공덕오거리,37.5424641,126.95057730000008,pin_general,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,1522-3232
218,서강대,37.5524584,126.9378262,pin_general,서울특별시 마포구 백범로 23 (신수동),1522-3232
219,상암MBC,37.581297,126.890908,pin_general,서울특별시 마포구 성암로 267 (상암동),1522-3232
220,홍대역,37.557175,126.923654,pin_general,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",1522-3232
221,동교,37.556928,126.919819,pin_general,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",1522-3232
222,애오개역,37.55218737,126.9555203,pin_general,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",1522-3232
223,상암DMC,37.577623,126.890684,pin_general,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",1522-3232
224,마포일진빌딩,37.54043451,126.9463168,pin_general,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",1522-3232
225,마포아크로,37.54145556,126.948819,pin_general,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,1522-3232
226,홍대삼거리,37.550266,126.923179,pin_general,서울특별시 마포구 와우산로 64 (상수동),1522-3232
227,망원역,37.555829,126.910637,pin_general,서울특별시 마포구 월드컵로 74 (서교동),1522-3232
228,마포이마트,37.542421,126.953341,pin_general,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,1522-3232
229,합정메세나몰,37.551004,126.913848,pin_general,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",1522-3232
230,아현역대로,37.557097,126.954834,pin_general,서울특별시 마포구 신촌로 262 (아현동),1522-3232
231,디지털미디어시티역,37.57609,126.89897,pin_general,서울특별시 마포구 성암로 179 (상암동),1522-3232
232,홍대역8번출구,37.556743503599,126.924166543608,pin_generalWT,서울특별시 마포구 양화로 166 (동교동),1522-3232
233,합정푸르지오,37.55109819950203,126.9123070691659,pin_general,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",1522-3232
234,홍대동교,37.5583280533329,126.926246501876,pin_general,서울특별시 마포구 양화로 192 (동교동),1522-3232
235,망원한강공원,37.5545625,126.8956875,pin_general,서울특별시 마포구 마포나루길 435 (망원동),1522-3232
236,가재울뉴타운,37.5749841,126.9164441,pin_general,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",1522-3232
237,남가좌사거리,37.577386,126.920815,pin_general,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",1522-3232
238,신촌역,37.556167,126.934673,pin_general,서울특별시 서대문구 신촌로 73 (창천동),1522-3232
239,연희동,37.566702,126.930475,pin_general,서울특별시 서대문구 연희로 97 (연희동),1522-3232
240,아현역,37.558421,126.956349,pin_general,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",1522-3232
